Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
NAT5,-0.9212145758149115,9.100126918288518,-4.281339892771985,1.2665618116681132e-4,0.012339257538232697,1.08442910611907
PKM2,0.5313296062229029,7.412949436899479,4.278981343620157,1.2755481106287256e-4,0.012369273483902448,1.0779908533429374
TMEM14D,-0.7165441514375982,9.93164190110733,-4.274465720933418,1.292927789015824e-4,0.012480030169919562,1.0656672000613279
LOC100133609,-0.6395792660713417,8.277965387949708,-4.268276577875672,1.317126090448786e-4,0.012593920967250347,1.0487824768743055
CHN1,0.8023702018855943,6.318293536743662,4.266504932113678,1.32413420940856e-4,0.012593920967250347,1.0439505315443336
C17orf62,0.6337490908422164,7.308437226870278,4.2664118187766435,1.324503547986629e-4,0.012593920967250347,1.0436965926484314
MX2,0.7116138909721755,6.639109663963633,4.265336265077907,1.328777109597215e-4,0.012593920967250347,1.0407634579842506
LOC727761,-0.466568625693111,5.93943291152666,-4.254488524457739,1.3726415723373014e-4,0.012805322063962033,1.011192823743282
UBA1,0.48837255279851494,10.728120787871712,4.251815770918218,1.383665264984562e-4,0.012805322063962033,1.0039103862715608
EIF2A,-0.81869928694741545,8.692727433846672,-4.251075850978665,1.3867323425499343e-4,0.012805322063962033,1.0018945698771748
ALS2CR4,-0.7469466575875424,8.17706833925438,-4.249766631090014,1.3921755807437357e-4,0.012805322063962033,0.9983280241319248
NFKB2,0.7769401640864785,6.207148116811535,4.248761665722058,1.3963680402878255e-4,0.012805322063962033,0.9955905425091078
SNRPB2,-0.5127704915422501,7.764769460495143,-4.246667282966624,1.4051450603606492e-4,0.012805322063962033,0.9898861538483557
